date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:07:24	79857/79857	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:50:49%20GMT	https://canvastemplate.com/slider-canvas-4.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/slider-canvas-4.html	(from https://canvastemplate.com/index.html)
15:07:24	79857/79857	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:50:49%20GMT	https://canvastemplate.com/slider-canvas-5.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/slider-canvas-5.html	(from https://canvastemplate.com/index.html)
15:07:24	70918/70918	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:02%20GMT	https://canvastemplate.com/slider-flex.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/slider-flex.html	(from https://canvastemplate.com/index.html)
15:07:24	71005/71005	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:02%20GMT	https://canvastemplate.com/slider-flex-thumbs.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/slider-flex-thumbs.html	(from https://canvastemplate.com/index.html)
15:07:25	69446/69446	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:07%20GMT	https://canvastemplate.com/slider-owl.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/slider-owl.html	(from https://canvastemplate.com/index.html)
15:07:25	69581/69581	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:04%20GMT	https://canvastemplate.com/slider-owl-full.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/slider-owl-full.html	(from https://canvastemplate.com/index.html)
15:07:25	70344/70344	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:05%20GMT	https://canvastemplate.com/slider-owl-videos.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/slider-owl-videos.html	(from https://canvastemplate.com/index.html)
15:07:25	69897/69897	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:24%20GMT	https://canvastemplate.com/static-parallax.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/static-parallax.html	(from https://canvastemplate.com/index.html)
15:07:26	69446/69446	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:22%20GMT	https://canvastemplate.com/static-image.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/static-image.html	(from https://canvastemplate.com/index.html)
15:07:26	75737/75737	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:26%20GMT	https://canvastemplate.com/static-thumbs-grid.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/static-thumbs-grid.html	(from https://canvastemplate.com/index.html)
15:07:26	69679/69679	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:21%20GMT	https://canvastemplate.com/static-html5-video.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/static-html5-video.html	(from https://canvastemplate.com/index.html)
15:07:26	69474/69474	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:20%20GMT	https://canvastemplate.com/static-embed-video.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/static-embed-video.html	(from https://canvastemplate.com/index.html)
15:07:27	14753/14753	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:01%20GMT	https://canvastemplate.com/header-saas.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-saas.html	(from https://canvastemplate.com/index.html)
15:07:27	13739/13739	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:07:37%20GMT	https://canvastemplate.com/header-ecommerce-minimal.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-ecommerce-minimal.html	(from https://canvastemplate.com/index.html)
15:07:27	12158/12158	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:07:37%20GMT	https://canvastemplate.com/header-directory.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-directory.html	(from https://canvastemplate.com/index.html)
15:07:27	15608/15608	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:07:42%20GMT	https://canvastemplate.com/header-floating-semi-transparent.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-floating-semi-transparent.html	(from https://canvastemplate.com/index.html)
15:07:28	73483/73483	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:07:46%20GMT	https://canvastemplate.com/header-floating-with-topbar.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-floating-with-topbar.html	(from https://canvastemplate.com/index.html)
15:07:28	46485/46485	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:07:44%20GMT	https://canvastemplate.com/header-floating-small.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-floating-small.html	(from https://canvastemplate.com/index.html)
15:07:28	4983/4983	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:27:49%20GMT	https://canvastemplate.com/header-offcanvas-overlay.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-offcanvas-overlay.html	(from https://canvastemplate.com/index.html)
15:07:28	57625/57625	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:27:47%20GMT	https://canvastemplate.com/header-full-menu.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-full-menu.html	(from https://canvastemplate.com/index.html)
15:07:29	59002/59002	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:27:46%20GMT	https://canvastemplate.com/header-full-border.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-full-border.html	(from https://canvastemplate.com/index.html)
15:07:29	66660/66660	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:21%20GMT	https://canvastemplate.com/header-sticky-on-scrollup.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-sticky-on-scrollup.html	(from https://canvastemplate.com/index.html)
15:07:29	56056/56056	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:10:09%20GMT	https://canvastemplate.com/index-shop.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/index-shop.html	(from https://canvastemplate.com/index.html)
15:07:29	71194/71194	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:07:52%20GMT	https://canvastemplate.com/header-light.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-light.html	(from https://canvastemplate.com/index.html)
15:07:30	71213/71213	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:07:33%20GMT	https://canvastemplate.com/header-dark.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-dark.html	(from https://canvastemplate.com/index.html)
15:07:30	71221/71221	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:21%20GMT	https://canvastemplate.com/header-transparent.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-transparent.html	(from https://canvastemplate.com/index.html)
15:07:30	71250/71250	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:05%20GMT	https://canvastemplate.com/header-semi-transparent.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-semi-transparent.html	(from https://canvastemplate.com/index.html)
15:07:30	71260/71260	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:03%20GMT	https://canvastemplate.com/header-semi-transparent-dark.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-semi-transparent-dark.html	(from https://canvastemplate.com/index.html)
15:07:31	24380/24380	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:12%20GMT	https://canvastemplate.com/header-side-left.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-side-left.html	(from https://canvastemplate.com/index.html)
15:07:31	24540/24540	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:09%20GMT	https://canvastemplate.com/header-side-left-open.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-side-left-open.html	(from https://canvastemplate.com/index.html)
15:07:31	24575/24575	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:07%20GMT	https://canvastemplate.com/header-side-left-open-push.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-side-left-open-push.html	(from https://canvastemplate.com/index.html)
15:07:31	24383/24383	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:16%20GMT	https://canvastemplate.com/header-side-right.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-side-right.html	(from https://canvastemplate.com/index.html)
15:07:32	24559/24559	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:15%20GMT	https://canvastemplate.com/header-side-right-open.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-side-right-open.html	(from https://canvastemplate.com/index.html)
15:07:32	24591/24591	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:13%20GMT	https://canvastemplate.com/header-side-right-open-push.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-side-right-open-push.html	(from https://canvastemplate.com/index.html)
15:07:32	71235/71235	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:07:49%20GMT	https://canvastemplate.com/header-floating.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/header-floating.html	(from https://canvastemplate.com/index.html)
15:07:32	71223/71223	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:25%20GMT	https://canvastemplate.com/static-sticky.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/static-sticky.html	(from https://canvastemplate.com/index.html)
15:07:33	69164/69164	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:46:04%20GMT	https://canvastemplate.com/responsive-sticky.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/responsive-sticky.html	(from https://canvastemplate.com/index.html)
15:07:33	69991/69991	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:04%20GMT	https://canvastemplate.com/logo-changer.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/logo-changer.html	(from https://canvastemplate.com/index.html)
15:07:33	70266/70266	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2014:06:43%20GMT	https://canvastemplate.com/alternate-mobile-menu.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/alternate-mobile-menu.html	(from https://canvastemplate.com/index.html)
15:07:33	69585/69585	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:25%20GMT	https://canvastemplate.com/menu-2.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/menu-2.html	(from https://canvastemplate.com/index.html)
15:07:34	69606/69606	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:30%20GMT	https://canvastemplate.com/menu-3.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/menu-3.html	(from https://canvastemplate.com/index.html)
15:07:34	69606/69606	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:31%20GMT	https://canvastemplate.com/menu-4.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/menu-4.html	(from https://canvastemplate.com/index.html)
15:07:34	69769/69769	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:35%20GMT	https://canvastemplate.com/menu-5.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/menu-5.html	(from https://canvastemplate.com/index.html)
15:07:34	65560/65560	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:17%20GMT	https://canvastemplate.com/split-menu.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/split-menu.html	(from https://canvastemplate.com/index.html)
15:07:35	65628/65628	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:16%20GMT	https://canvastemplate.com/split-menu-2.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/split-menu-2.html	(from https://canvastemplate.com/index.html)
15:07:35	27007/27007	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:24%20GMT	https://canvastemplate.com/menu-10.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/menu-10.html	(from https://canvastemplate.com/index.html)
15:07:35	59376/59376	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:28:46%20GMT	https://canvastemplate.com/menu-dropdowns-blur.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/menu-dropdowns-blur.html	(from https://canvastemplate.com/index.html)
15:07:35	59247/59247	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:28:46%20GMT	https://canvastemplate.com/menu-dropdowns-colors.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/menu-dropdowns-colors.html	(from https://canvastemplate.com/index.html)
15:07:36	23304/23304	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:28:47%20GMT	https://canvastemplate.com/menu-dropdowns-dark.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/menu-dropdowns-dark.html	(from https://canvastemplate.com/index.html)
15:07:36	58573/58573	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:28:47%20GMT	https://canvastemplate.com/menu-dropdowns-flat.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/menu-dropdowns-flat.html	(from https://canvastemplate.com/index.html)
15:07:36	9341/9341	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:28:48%20GMT	https://canvastemplate.com/menu-dropdowns-fullwidth.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/menu-dropdowns-fullwidth.html	(from https://canvastemplate.com/index.html)
15:07:36	57640/57640	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:28:48%20GMT	https://canvastemplate.com/menu-dropdowns-other-arrows.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/menu-dropdowns-other-arrows.html	(from https://canvastemplate.com/index.html)
15:07:37	59296/59296	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:28:49%20GMT	https://canvastemplate.com/menu-dropdowns-rounded.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/menu-dropdowns-rounded.html	(from https://canvastemplate.com/index.html)
15:07:37	58718/58718	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:28:49%20GMT	https://canvastemplate.com/menu-dropdowns-shadow.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/menu-dropdowns-shadow.html	(from https://canvastemplate.com/index.html)
15:07:37	72342/72342	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:35%20GMT	https://canvastemplate.com/menu-6.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/menu-6.html	(from https://canvastemplate.com/index.html)
15:07:37	59656/59656	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:12:00%20GMT	https://canvastemplate.com/menu-subtitle.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/menu-subtitle.html	(from https://canvastemplate.com/index.html)
15:07:38	72937/72937	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:44%20GMT	https://canvastemplate.com/menu-7.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/menu-7.html	(from https://canvastemplate.com/index.html)
15:07:38	69418/69418	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:48%20GMT	https://canvastemplate.com/menu-8.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/menu-8.html	(from https://canvastemplate.com/index.html)
15:07:38	71224/71224	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:50%20GMT	https://canvastemplate.com/menu-9.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/menu-9.html	(from https://canvastemplate.com/index.html)
15:07:38	70276/70276	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:52%20GMT	https://canvastemplate.com/menu-app-1.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/menu-app-1.html	(from https://canvastemplate.com/index.html)
15:07:39	70212/70212	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:55%20GMT	https://canvastemplate.com/menu-app-2.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/menu-app-2.html	(from https://canvastemplate.com/index.html)
15:07:39	51251/51251	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:20%20GMT	https://canvastemplate.com/mega-menu.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/mega-menu.html	(from https://canvastemplate.com/index.html)
15:07:39	51341/51341	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:15%20GMT	https://canvastemplate.com/mega-menu-full.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/mega-menu-full.html	(from https://canvastemplate.com/index.html)
15:07:39	24934/24934	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:20%20GMT	https://canvastemplate.com/mega-menu-tab.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/mega-menu-tab.html	(from https://canvastemplate.com/index.html)
15:07:40	22050/22050	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:16%20GMT	https://canvastemplate.com/mega-menu-side-tab.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/mega-menu-side-tab.html	(from https://canvastemplate.com/index.html)
15:07:40	74458/74458	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:07:09%20GMT	https://canvastemplate.com/forms.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/forms.html	(from https://canvastemplate.com/index.html)
15:07:40	71273/71273	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2014:44:28%20GMT	https://canvastemplate.com/contact.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/contact.html	(from https://canvastemplate.com/index.html)
15:07:40	70799/70799	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2014:43:20%20GMT	https://canvastemplate.com/contact-2.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/contact-2.html	(from https://canvastemplate.com/index.html)
15:07:41	73186/73186	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2014:43:30%20GMT	https://canvastemplate.com/contact-3.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/contact-3.html	(from https://canvastemplate.com/index.html)
15:07:41	80538/80538	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2014:43:39%20GMT	https://canvastemplate.com/contact-4.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/contact-4.html	(from https://canvastemplate.com/index.html)
15:07:41	71322/71322	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2014:43:49%20GMT	https://canvastemplate.com/contact-5.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/contact-5.html	(from https://canvastemplate.com/index.html)
15:07:41	70295/70295	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2014:43:59%20GMT	https://canvastemplate.com/contact-6.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/contact-6.html	(from https://canvastemplate.com/index.html)
15:07:42	69427/69427	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2014:44:08%20GMT	https://canvastemplate.com/contact-7.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/contact-7.html	(from https://canvastemplate.com/index.html)
15:07:42	71890/71890	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2014:44:19%20GMT	https://canvastemplate.com/contact-recaptcha-v3.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/contact-recaptcha-v3.html	(from https://canvastemplate.com/index.html)
15:07:42	71539/71539	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2014:44:24%20GMT	https://canvastemplate.com/contact-hcaptcha.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/contact-hcaptcha.html	(from https://canvastemplate.com/index.html)
15:07:42	86390/86390	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:58%20GMT	https://canvastemplate.com/widgets.html	C:/My%20Web%20Sites/Canvas/canvastemplate.com/widgets.html	(from https://canvastemplate.com/index.html)
